restname,zipcode,inspdate,score,address,lat,longi,procdesc,facid,;
Sims Elementary,78721,2012-11-26,100,"1203 SPRINGDALE RD
AUSTIN  TX 78721
(30.279463975000056  -97.68673521399995)",30.279463975,-97.686735214,Routine Inspection,2800259,;
Sims Elementary,78721,2013-05-10,100,"1203 SPRINGDALE RD
AUSTIN  TX 78721
(30.279463975000056  -97.68673521399995)",30.279463975,-97.686735214,Routine Inspection,2800259,;
Sims Elementary,78721,2013-12-10,96,"1203 SPRINGDALE RD
AUSTIN  TX 78721
(30.279463975000056  -97.68673521399995)",30.279463975,-97.686735214,Routine Inspection,2800259,;
Sims Elementary,78721,2014-10-23,96,"1203 SPRINGDALE RD
AUSTIN  TX 78721
(30.279463975000056  -97.68673521399995)",30.279463975,-97.686735214,Routine Inspection,2800259,;
Sims Elementary,78721,2015-03-11,100,"1203 SPRINGDALE RD
AUSTIN  TX 78721
(30.279463975000056  -97.68673521399995)",30.279463975,-97.686735214,Routine Inspection,2800259,;
Sims Elementary,78721,2014-04-29,100,"1203 SPRINGDALE RD
AUSTIN  TX 78721
(30.279463975000056  -97.68673521399995)",30.279463975,-97.686735214,Routine Inspection,2800259,;
Ski Shores Cafe,78730,2014-09-11,89,"2905 PEARCE RD
AUSTIN  TX 78730
(30.333631591000028  -97.82381065799996)",30.333631591,-97.823810658,Routine Inspection,10402595,;
Ski Shores Cafe,78730,2012-06-21,90,"2905 PEARCE RD
AUSTIN  TX 78730
(30.333631591000028  -97.82381065799996)",30.333631591,-97.823810658,1st Follow Up to Routine of 50 - 69,10402595,;
Ski Shores Cafe,78730,2013-02-15,85,"2905 PEARCE RD
AUSTIN  TX 78730
(30.333631591000028  -97.82381065799996)",30.333631591,-97.823810658,Routine Inspection,10402595,;
Ski Shores Cafe,78730,2014-03-25,100,"2905 PEARCE RD
AUSTIN  TX 78730
(30.333631591000028  -97.82381065799996)",30.333631591,-97.823810658,Routine Inspection,10402595,;
Ski Shores Cafe,78730,2012-06-05,63,"2905 PEARCE RD
AUSTIN  TX 78730
(30.333631591000028  -97.82381065799996)",30.333631591,-97.823810658,Routine Inspection,10402595,;
Slab,78757,2015-02-10,92,"9012 RESEARCH BLVD SB Bunit 4
AUSTIN  TX 78757
(30.35373239000006  -97.73220991899996)",30.35373239,-97.732209919,Routine Inspection,11182639,;
Slake,78701,2014-07-24,70,"120 E 7TH ST
AUSTIN  TX 78701
(30.26870742400007  -97.74132341199999)",30.268707424,-97.741323412,Routine Inspection,10896418,;
Slake,78701,2015-02-24,81,"120 E 7TH ST
AUSTIN  TX 78701
(30.26870742400007  -97.74132341199999)",30.268707424,-97.741323412,Routine Inspection,10896418,;
Sleep Inn & Suites,78728,2015-01-22,100,"14004 OWEN TECH BLVD
AUSTIN  TX 78728
(30.429915107000056  -97.67205168699996)",30.429915107,-97.672051687,Routine Inspection,10785754,;
Sleep Inn & Suites,78728,2014-03-06,97,"14004 OWEN TECH BLVD
AUSTIN  TX 78728
(30.429915107000056  -97.67205168699996)",30.429915107,-97.672051687,Routine Inspection,10785754,;
Sleep Inn & Suites,78728,2013-03-21,100,"14004 OWEN TECH BLVD
AUSTIN  TX 78728
(30.429915107000056  -97.67205168699996)",30.429915107,-97.672051687,Routine Inspection,10785754,;
Sleep Inn & Suites,78728,2014-09-05,100,"14004 OWEN TECH BLVD
AUSTIN  TX 78728
(30.429915107000056  -97.67205168699996)",30.429915107,-97.672051687,Routine Inspection,10785754,;
Sleep Inn & Suites,78754,2015-02-11,97,"8410 E US 290 HWY
AUSTIN  TX 78754
(30.35337175500007  -97.65253989799999)",30.353371755,-97.652539898,Routine Inspection,11031713,;
Sleep Inn & Suites,78728,2013-09-25,95,"14004 OWEN TECH BLVD
AUSTIN  TX 78728
(30.429915107000056  -97.67205168699996)",30.429915107,-97.672051687,Routine Inspection,10785754,;
Sleep Inn & Suites,78754,2014-08-11,94,"8410 E US 290 HWY
AUSTIN  TX 78754
(30.35337175500007  -97.65253989799999)",30.353371755,-97.652539898,Routine Inspection,11031713,;
Slick Willie's Family Pool Hall,78757,2013-03-07,81,"8440 BURNET RD
AUSTIN  TX 78757
(30.366428988000052  -97.72817126799998)",30.366428988,-97.728171268,Routine Inspection,2800866,;
Slick Willie's Family Pool Hall,78757,2014-07-16,100,"8440 BURNET RD
AUSTIN  TX 78757
(30.366428988000052  -97.72817126799998)",30.366428988,-97.728171268,Routine Inspection,2800866,;
Slick Willie's Family Pool Hall,78757,2015-01-06,93,"8440 BURNET RD
AUSTIN  TX 78757
(30.366428988000052  -97.72817126799998)",30.366428988,-97.728171268,Routine Inspection,2800866,;
Slick Willie's Family Pool Hall,78757,2013-10-03,84,"8440 BURNET RD
AUSTIN  TX 78757
(30.366428988000052  -97.72817126799998)",30.366428988,-97.728171268,Routine Inspection,2800866,;
Smart Fast Nutrition,78745,2012-05-08,100,"6800 WEST GATE BLVD Unit 137
AUSTIN  TX 78745
(30.208067442000072  -97.81493578399994)",30.208067442,-97.814935784,Routine Inspection,10374520,;
Smart Fast Nutrition,78745,2014-12-29,100,"6800 WEST GATE BLVD Unit 137
AUSTIN  TX 78745
(30.208067442000072  -97.81493578399994)",30.208067442,-97.814935784,Routine Inspection,10374520,;
Smart Fast Nutrition,78745,2013-05-08,100,"6800 WEST GATE BLVD Unit 137
AUSTIN  TX 78745
(30.208067442000072  -97.81493578399994)",30.208067442,-97.814935784,Routine Inspection,10374520,;
Smart Fast Nutrition,78745,2013-11-13,100,"6800 WEST GATE BLVD Unit 137
AUSTIN  TX 78745
(30.208067442000072  -97.81493578399994)",30.208067442,-97.814935784,Routine Inspection,10374520,;
Smart Fast Nutrition,78745,2012-11-07,100,"6800 WEST GATE BLVD Unit 137
AUSTIN  TX 78745
(30.208067442000072  -97.81493578399994)",30.208067442,-97.814935784,Routine Inspection,10374520,;
Smart Fast Nutrition,78745,2014-07-09,87,"6800 WEST GATE BLVD Unit 137
AUSTIN  TX 78745
(30.208067442000072  -97.81493578399994)",30.208067442,-97.814935784,Routine Inspection,10374520,;
Smashburger,78613,2015-02-10,100,"14028 N US 183 HWY SVRD Bunit 310
AUSTIN  TX 78613
(30.50265310900005  -97.82549718699994)",30.502653109,-97.825497187,Routine Inspection,10996137,;
Smashburger,78723,2014-12-04,92,"1200 BARBARA JORDAN BLVD Bldg 3
AUSTIN  TX 78723
(30.307035774000042  -97.70961837799996)",30.307035774,-97.709618378,Routine Inspection,11084394,;
Smashburger,78613,2014-09-08,97,"14028 N US 183 HWY SVRD Bunit 310
AUSTIN  TX 78613
(30.50265310900005  -97.82549718699994)",30.502653109,-97.825497187,Routine Inspection,10996137,;
Smashburger,78748,2014-06-23,100,"9900 S IH 35 SVRD SB Bunit 900
AUSTIN  TX 78748
(30.168083340000067  -97.82498882099998)",30.16808334,-97.824988821,Routine Inspection,10885716,;
Smashburger,78748,2013-12-16,93,"9900 S IH 35 SVRD SB Bunit 900
AUSTIN  TX 78748
(30.168083340000067  -97.82498882099998)",30.16808334,-97.824988821,Routine Inspection,10885716,;
Smashburger,78748,2014-12-19,89,"9900 S IH 35 SVRD SB Bunit 900
AUSTIN  TX 78748
(30.168083340000067  -97.82498882099998)",30.16808334,-97.824988821,Routine Inspection,10885716,;
Smashburger,78613,2014-01-17,86,"14028 N US 183 HWY SVRD Bunit 310
AUSTIN  TX 78613
(30.50265310900005  -97.82549718699994)",30.502653109,-97.825497187,Routine Inspection,10996137,;
Smith Elementary School,78744,2015-02-18,94,"4209 SMITH SCHOOL RD
AUSTIN  TX 78744
(30.196589562000042  -97.71412034299999)",30.196589562,-97.714120343,Routine Inspection,2800148,;
Smith Elementary School,78744,2012-11-15,100,"4209 SMITH SCHOOL RD
AUSTIN  TX 78744
(30.196589562000042  -97.71412034299999)",30.196589562,-97.714120343,Routine Inspection,2800148,;
Smith Elementary School,78744,2014-10-01,97,"4209 SMITH SCHOOL RD
AUSTIN  TX 78744
(30.196589562000042  -97.71412034299999)",30.196589562,-97.714120343,Routine Inspection,2800148,;
Smith Elementary School,78744,2012-05-09,80,"4209 SMITH SCHOOL RD
AUSTIN  TX 78744
(30.196589562000042  -97.71412034299999)",30.196589562,-97.714120343,Routine Inspection,2800148,;
Smith Elementary School,78744,2013-05-07,96,"4209 SMITH SCHOOL RD
AUSTIN  TX 78744
(30.196589562000042  -97.71412034299999)",30.196589562,-97.714120343,Routine Inspection,2800148,;
Smith Elementary School,78744,2013-11-13,94,"4209 SMITH SCHOOL RD
AUSTIN  TX 78744
(30.196589562000042  -97.71412034299999)",30.196589562,-97.714120343,Routine Inspection,2800148,;
Smith Elementary School,78744,2014-04-14,97,"4209 SMITH SCHOOL RD
AUSTIN  TX 78744
(30.196589562000042  -97.71412034299999)",30.196589562,-97.714120343,Routine Inspection,2800148,;
Smokey J's Barbeque #1,78732,2014-01-02,89,"7008 N FM 620 RD
AUSTIN  TX 78732
(30.38999545400003  -97.88088661499995)",30.389995454,-97.880886615,Routine Inspection,2800704,;
Smokey J's Barbeque #1,78732,2012-07-10,84,"7008 N FM 620 RD
AUSTIN  TX 78732
(30.38999545400003  -97.88088661499995)",30.389995454,-97.880886615,Routine Inspection,2800704,;
Smokey J's Barbeque #1,78732,2012-09-14,77,"7008 N FM 620 RD
AUSTIN  TX 78732
(30.38999545400003  -97.88088661499995)",30.389995454,-97.880886615,Routine Inspection,2800704,;
Smokey J's Barbeque #1,78732,2013-04-19,87,"7008 N FM 620 RD
AUSTIN  TX 78732
(30.38999545400003  -97.88088661499995)",30.389995454,-97.880886615,Routine Inspection,2800704,;
Smokey J's Barbeque #1,78732,2014-06-19,94,"7008 N FM 620 RD
AUSTIN  TX 78732
(30.38999545400003  -97.88088661499995)",30.389995454,-97.880886615,Routine Inspection,2800704,;
Smokey J's Barbeque #1,78732,2014-11-07,89,"7008 N FM 620 RD
AUSTIN  TX 78732
(30.38999545400003  -97.88088661499995)",30.389995454,-97.880886615,Routine Inspection,2800704,;
Smokey Mo's BBQ,78727,2013-09-30,96,"6001 W PARMER LN Unit 360
AUSTIN  TX 78727
(30.442073985000036  -97.74159535099994)",30.442073985,-97.741595351,Routine Inspection,10776533,;
Smokey Mo's BBQ,78727,2014-09-05,93,"6001 W PARMER LN Unit 360
AUSTIN  TX 78727
(30.442073985000036  -97.74159535099994)",30.442073985,-97.741595351,Routine Inspection,10776533,;
Smokey Mo's BBQ,78727,2014-03-03,100,"6001 W PARMER LN Unit 360
AUSTIN  TX 78727
(30.442073985000036  -97.74159535099994)",30.442073985,-97.741595351,Routine Inspection,10776533,;
Smokey Mo's BBQ,78727,2015-02-24,90,"6001 W PARMER LN Unit 360
AUSTIN  TX 78727
(30.442073985000036  -97.74159535099994)",30.442073985,-97.741595351,Routine Inspection,10776533,;
Smoothie King,78749,2014-09-25,93,"4301 W WILLIAM CANNON DR Bunit 200
AUSTIN  TX 78749
(30.222225528000024  -97.83897468699996)",30.222225528,-97.838974687,Routine Inspection,10619532,;
Smoothie King,78749,2013-03-20,90,"4301 W WILLIAM CANNON DR Bunit 200
AUSTIN  TX 78749
(30.222225528000024  -97.83897468699996)",30.222225528,-97.838974687,Routine Inspection,10619532,;
Smoothie King,78751,2012-05-18,94,"4601 N LAMAR BLVD Bunit 506
AUSTIN  TX 78751
(30.314885556000036  -97.73642568699995)",30.314885556,-97.736425687,Routine Inspection,10543823,;
Smoothie King,78749,2014-04-21,87,"4301 W WILLIAM CANNON DR Bunit 200
AUSTIN  TX 78749
(30.222225528000024  -97.83897468699996)",30.222225528,-97.838974687,Routine Inspection,10619532,;
Smoothie King,78705,2015-01-13,94,"504 W 24TH ST
AUSTIN  TX 78705
(30.287829418000058  -97.74273681199998)",30.287829418,-97.742736812,Routine Inspection,11163745,;
Smoothie King,78749,2013-09-23,90,"4301 W WILLIAM CANNON DR Bunit 200
AUSTIN  TX 78749
(30.222225528000024  -97.83897468699996)",30.222225528,-97.838974687,Routine Inspection,10619532,;
Smoothie King,78751,2013-09-13,100,"4601 N LAMAR BLVD Bunit 506
AUSTIN  TX 78751
(30.314885556000036  -97.73642568699995)",30.314885556,-97.736425687,Routine Inspection,10543823,;
Smoothie King,78749,2012-09-20,90,"4301 W WILLIAM CANNON DR Bunit 200
AUSTIN  TX 78749
(30.222225528000024  -97.83897468699996)",30.222225528,-97.838974687,Routine Inspection,10619532,;
Smoothie King,78751,2013-03-01,97,"4601 N LAMAR BLVD Bunit 506
AUSTIN  TX 78751
(30.314885556000036  -97.73642568699995)",30.314885556,-97.736425687,Routine Inspection,10543823,;
Smoothie King,78751,2014-11-25,100,"4601 N LAMAR BLVD Bunit 506
AUSTIN  TX 78751
(30.314885556000036  -97.73642568699995)",30.314885556,-97.736425687,Routine Inspection,10543823,;
